PIA1.93
09 Mar 2020	17:44
PIEZO TYPE	PI 15 um
COMMENTS	
SCAN TYPE	Z scan at fixed X	X scan at fixed Z	Z scan at fixed X	Z scan at fixed X	Z scan at fixed X	X scan at fixed Z	Z scan at fixed X
VERTICAL WAVEFORM	custom
LATERAL WAVEFORM	custom
SCAN STEPS	Down	Front	Down	Pause	Up	Back	Down
SCAN SPEED [nm/sec]	125000	125000	125000	0	125000	250000	250000
PAUSE [sec]	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000
CHANNELS	vertical deflection, lateral deflection
NUMBER OF FORCE CURVES	1
POINTS PER CURVE	3584
SCAN RATE [Hz]	0.833328	1.249988	12.498750	1.000000	0.480769	2.499975	2.500000
TRIGGER TYPE	no trigger
CANTILEVER NAME	
CANTILEVER TYPE	0
RESONANT FREQUENCY	0.000000
VERTICAL SPRING CONSTANT [N/m]	0.000000
VERTICAL CALIBRATION COEFFICIENT [µN/V]	1.000000
OPTIC SENSOR FORCE-VOLTAGE RELATION [µN]	0+(-3.464847548173025E+3*x^0)+(4.166399346689978E+3*x^1)+(-4.272509255274562E+3*x^2)+(3.126702697620634E+3*x^3)+(-1.353651158969758E+3*x^4)+(3.443961871035622E+2*x^5)+(-4.749887193466130E+1*x^6)+(2.766192854606011E+0*x^7)
FRAME RATE [Hz]	29.999985
NUMBER OF FRAMES	36	23	2	29	62	12	12
PIEZO Z [nm]	PIEZO X [nm]	Time [s]	VERTICAL DEF	LATERAL DEF	AUX DEF
249991.37500000	265722.68750000	1.76028061	2.93933868	-0.05039215	0.00000000
249991.37500000	265918.00000000	1.76184332	2.94063568	-0.04688263	0.00000000
249991.37500000	266113.31250000	1.76340616	2.94105530	-0.05783081	0.00000000
249991.37500000	266308.62500000	1.76496887	2.94441223	-0.05043030	0.00000000
249991.37500000	266503.96875000	1.76653171	2.94155121	-0.04673004	0.00000000
249991.37500000	266699.25000000	1.76809454	2.94036865	-0.04989624	0.00000000
249991.37500000	266894.56250000	1.76965725	2.93949127	-0.04917145	0.00000000
249991.37500000	267089.90625000	1.77122009	2.93746948	-0.04581451	0.00000000
249991.37500000	267285.21875000	1.77278280	2.93651581	-0.05683899	0.00000000
249991.37500000	267480.53125000	1.77434564	2.93643951	-0.05554199	0.00000000
249991.37500000	267675.84375000	1.77590835	2.93621063	-0.05321503	0.00000000
249991.37500000	267871.15625000	1.77747118	2.93910980	-0.04726410	0.00000000
249991.37500000	268066.46875000	1.77903402	2.94097900	-0.04074097	0.00000000
249991.37500000	268261.78125000	1.78059673	2.94261932	-0.04779816	0.00000000
249991.37500000	268457.09375000	1.78215957	2.94506073	-0.04581451	0.00000000
249991.37500000	268652.40625000	1.78372228	2.94952393	-0.06141663	0.00000000
249991.37500000	268847.71875000	1.78528512	2.94643402	-0.04566193	0.00000000
249991.37500000	269043.03125000	1.78684783	2.94452667	-0.04871368	0.00000000
249991.37500000	269238.34375000	1.78841066	2.94277191	-0.05176544	0.00000000
249991.37500000	269433.68750000	1.78997338	2.94300079	-0.04791260	0.00000000
249991.37500000	269629.00000000	1.79153621	2.94136047	-0.04592896	0.00000000
249991.37500000	269824.31250000	1.79309905	2.94010162	-0.05611420	0.00000000
249991.37500000	270019.62500000	1.79466176	2.94048309	-0.05123138	0.00000000
249991.37500000	270214.93750000	1.79622459	2.94204712	-0.05046844	0.00000000
249991.37500000	270410.25000000	1.79778731	2.94399261	-0.04459381	0.00000000
249991.37500000	270605.56250000	1.79935014	2.94616699	-0.04203796	0.00000000
249991.37500000	270800.87500000	1.80091286	2.94792175	-0.04688263	0.00000000
249991.37500000	270996.18750000	1.80247569	2.95040131	-0.04653931	0.00000000
249991.37500000	271191.50000000	1.80403852	2.95490265	-0.05981445	0.00000000
249991.37500000	271386.81250000	1.80560124	2.94921875	-0.04489899	0.00000000
249991.37500000	271582.12500000	1.80716407	2.95135498	-0.04703522	0.00000000
249991.37500000	271777.43750000	1.80872679	2.94994354	-0.05092621	0.00000000
249991.37500000	271972.75000000	1.81028962	2.94815063	-0.04318237	0.00000000
249991.37500000	272168.06250000	1.81185234	2.94612885	-0.04634857	0.00000000
249991.37500000	272363.37500000	1.81341517	2.94509888	-0.05584717	0.00000000
249991.37500000	272558.68750000	1.81497788	2.94456482	-0.05123138	0.00000000
249991.37500000	272754.03125000	1.81654072	2.94555664	-0.04932404	0.00000000
249991.37500000	272949.31250000	1.81810355	2.94754028	-0.04352570	0.00000000
249991.37500000	273144.62500000	1.81966627	2.95005798	-0.04432678	0.00000000
249991.37500000	273339.96875000	1.82122910	2.95257568	-0.04730225	0.00000000
249991.37500000	273535.28125000	1.82279181	2.95387268	-0.05043030	0.00000000
249991.37500000	273730.59375000	1.82435465	2.95806885	-0.05626678	0.00000000
249991.37500000	273925.90625000	1.82591736	2.95391083	-0.04417419	0.00000000
249991.37500000	274121.21875000	1.82748020	2.95097351	-0.04737854	0.00000000
249991.37500000	274316.53125000	1.82904303	2.95070648	-0.05039215	0.00000000
249991.37500000	274511.84375000	1.83060575	2.94887543	-0.04405975	0.00000000
249991.37500000	274707.15625000	1.83216858	2.94818878	-0.04570007	0.00000000
249991.37500000	274902.46875000	1.83373129	2.94815063	-0.05702972	0.00000000
249991.37500000	275097.78125000	1.83529413	2.94868469	-0.04951477	0.00000000
249991.37500000	275293.09375000	1.83685684	2.95005798	-0.05004883	0.00000000
249991.37500000	275488.40625000	1.83841968	2.95074463	-0.04261017	0.00000000
249991.37500000	275683.75000000	1.83998239	2.95345306	-0.04562378	0.00000000
249991.37500000	275879.06250000	1.84154522	2.95532227	-0.04570007	0.00000000
249991.37500000	276074.37500000	1.84310806	2.95452118	-0.05340576	0.00000000
249991.37500000	276269.68750000	1.84467077	2.95623779	-0.05867004	0.00000000
249991.37500000	276465.00000000	1.84623361	2.95471191	-0.04425049	0.00000000
249991.37500000	276660.31250000	1.84779632	2.95646667	-0.04737854	0.00000000
249991.37500000	276855.62500000	1.84935915	2.95265198	-0.04692078	0.00000000
249991.37500000	277050.93750000	1.85092187	2.95181274	-0.04356384	0.00000000
249991.37500000	277246.25000000	1.85248470	2.95040131	-0.04608154	0.00000000
249991.37500000	277441.56250000	1.85404754	2.95078278	-0.05455017	0.00000000
249991.37500000	277636.87500000	1.85561025	2.95207977	-0.05023956	0.00000000
249991.37500000	277832.18750000	1.85717309	2.95421600	-0.04856110	0.00000000
249991.37500000	278027.50000000	1.85873580	2.95684814	-0.03940582	0.00000000
249991.37500000	278222.81250000	1.86029863	2.95837402	-0.04734039	0.00000000
249991.37500000	278418.12500000	1.86186135	2.96047211	-0.04436493	0.00000000
249991.37500000	278613.43750000	1.86342418	2.96184540	-0.05653381	0.00000000
249991.37500000	278808.75000000	1.86498690	2.95875549	-0.04692078	0.00000000
249991.37500000	279004.09375000	1.86654973	2.95909882	-0.04661560	0.00000000
249991.37500000	279199.37500000	1.86811256	2.95665741	-0.04837036	0.00000000
249991.37500000	279394.68750000	1.86967528	2.95467377	-0.04585266	0.00000000
249991.37500000	279590.03125000	1.87123811	2.95372009	-0.04299164	0.00000000
249991.37500000	279785.34375000	1.87280083	2.95364380	-0.05016327	0.00000000
249991.37500000	279980.65625000	1.87436366	2.95360565	-0.05802155	0.00000000
249991.37500000	280175.96875000	1.87592638	2.95589447	-0.04943848	0.00000000
249991.37500000	280371.28125000	1.87748921	2.95913696	-0.04585266	0.00000000
249991.37500000	280566.59375000	1.87905204	2.96142578	-0.03955841	0.00000000
249991.37500000	280761.90625000	1.88061476	2.96306610	-0.04859924	0.00000000
249991.37500000	280957.21875000	1.88217759	2.96318054	-0.04272461	0.00000000
249991.37500000	281152.53125000	1.88374031	2.96291351	-0.05802155	0.00000000
249991.37500000	281347.84375000	1.88530314	2.96344757	-0.04325867	0.00000000
249991.37500000	281543.15625000	1.88686585	2.95936584	-0.04543304	0.00000000
249991.37500000	281738.46875000	1.88842869	2.95757294	-0.04863739	0.00000000
249991.37500000	281933.81250000	1.88999140	2.95631409	-0.04283905	0.00000000
249991.37500000	282129.12500000	1.89155424	2.95753479	-0.04230499	0.00000000
249991.37500000	282324.43750000	1.89311707	2.95810699	-0.06156921	0.00000000
249991.37500000	282519.75000000	1.89467978	2.96024323	-0.05031586	0.00000000
249991.37500000	282715.06250000	1.89624262	2.96199799	-0.04882812	0.00000000
249991.37500000	282910.37500000	1.89780533	2.96470642	-0.04344940	0.00000000
249991.37500000	283105.68750000	1.89936817	2.96615601	-0.04119873	0.00000000
249991.37500000	283301.00000000	1.90093088	2.96703339	-0.04596710	0.00000000
249991.37500000	283496.31250000	1.90249372	2.96844482	-0.04261017	0.00000000
249991.37500000	283691.62500000	1.90405643	2.96977997	-0.05863190	0.00000000
249991.37500000	283886.93750000	1.90561926	2.96566010	-0.04093170	0.00000000
249991.37500000	284082.25000000	1.90718210	2.96260834	-0.04394531	0.00000000
249991.37500000	284277.56250000	1.90874481	2.96264648	-0.04871368	0.00000000
249991.37500000	284472.87500000	1.91030765	2.96134949	-0.04287720	0.00000000
249991.37500000	284668.18750000	1.91187036	2.96192169	-0.04348755	0.00000000
249991.37500000	284863.50000000	1.91343319	2.96237946	-0.05767822	0.00000000
249991.37500000	285058.81250000	1.91499591	2.96424866	-0.05485535	0.00000000
249991.37500000	285254.15625000	1.91655874	2.96691895	-0.04817963	0.00000000
249991.37500000	285449.43750000	1.91812158	2.96924591	-0.04280090	0.00000000
249991.37500000	285644.75000000	1.91968429	2.96970367	-0.04440308	0.00000000
249991.37500000	285840.09375000	1.92124712	2.97134399	-0.04577637	0.00000000
249991.37500000	286035.40625000	1.92280984	2.97260284	-0.04631042	0.00000000
249991.37500000	286230.71875000	1.92437267	2.96859741	-0.05809784	0.00000000
249991.37500000	286426.03125000	1.92593539	2.96913147	-0.04070282	0.00000000
249991.37500000	286621.34375000	1.92749822	2.96585083	-0.04528046	0.00000000
249991.37500000	286816.65625000	1.92906094	2.96504974	-0.04791260	0.00000000
249991.37500000	287011.96875000	1.93062377	2.96451569	-0.04035950	0.00000000
249991.37500000	287207.28125000	1.93218660	2.96440125	-0.04322052	0.00000000
249991.37500000	287402.59375000	1.93374932	2.96611786	-0.06244659	0.00000000
249991.37500000	287597.90625000	1.93531215	2.96836853	-0.04795074	0.00000000
249991.37500000	287793.21875000	1.93687487	2.97077179	-0.04718781	0.00000000
249991.37500000	287988.53125000	1.93843770	2.97286987	-0.04024506	0.00000000
249991.37500000	288183.87500000	1.94000041	2.97393799	-0.04268646	0.00000000
249991.37500000	288379.18750000	1.94156325	2.97412872	-0.04417419	0.00000000
249991.37500000	288574.50000000	1.94312608	2.97153473	-0.04806519	0.00000000
249991.37500000	288769.81250000	1.94468880	2.97046661	-0.04776001	0.00000000
249991.37500000	288965.12500000	1.94625163	2.97248840	-0.04024506	0.00000000
249991.37500000	289160.43750000	1.94781435	2.96840668	-0.04352570	0.00000000
249991.37500000	289355.75000000	1.94937718	2.96798706	-0.04337311	0.00000000
249991.37500000	289551.06250000	1.95093989	2.96741486	-0.03948212	0.00000000
249991.37500000	289746.37500000	1.95250273	2.96756744	-0.04337311	0.00000000
249991.37500000	289941.68750000	1.95406544	2.97008514	-0.05542755	0.00000000
249991.37500000	290137.00000000	1.95562828	2.97309875	-0.04768372	0.00000000
249991.37500000	290332.31250000	1.95719111	2.97588348	-0.04508972	0.00000000
249991.37500000	290527.62500000	1.95875382	2.97763824	-0.03902435	0.00000000
249991.37500000	290722.93750000	1.96031666	2.97855377	-0.04535675	0.00000000
249991.37500000	290918.25000000	1.96187937	2.97771454	-0.04188538	0.00000000
249991.37500000	291113.56250000	1.96344221	2.97168732	-0.05352020	0.00000000
249991.37500000	291308.87500000	1.96500492	2.97363281	-0.04821777	0.00000000
249991.37500000	291504.21875000	1.96656775	2.97092438	-0.04123688	0.00000000
249991.37500000	291699.50000000	1.96813059	2.97256470	-0.04444122	0.00000000
249991.37500000	291894.81250000	1.96969330	2.97126770	-0.04150391	0.00000000
249991.37500000	292090.15625000	1.97125614	2.97233582	-0.04093170	0.00000000
249991.37500000	292285.46875000	1.97281885	2.97351837	-0.04901886	0.00000000
249991.37500000	292480.78125000	1.97438169	2.97611237	-0.05828857	0.00000000
249991.37500000	292676.09375000	1.97594440	2.97798157	-0.04955292	0.00000000
249991.37500000	292871.40625000	1.97750723	2.97969818	-0.04482269	0.00000000
249991.37500000	293066.71875000	1.97906995	2.98072815	-0.03917694	0.00000000
249991.37500000	293262.03125000	1.98063278	2.98084259	-0.04535675	0.00000000
249991.37500000	293457.34375000	1.98219562	2.98038483	-0.04127502	0.00000000
249991.37500000	293652.65625000	1.98375833	2.97618866	-0.05565643	0.00000000
249991.37500000	293847.96875000	1.98532116	2.97889709	-0.03974915	0.00000000
249991.37500000	294043.28125000	1.98688388	2.97813416	-0.04108429	0.00000000
249991.37500000	294238.59375000	1.98844671	2.97462463	-0.04386902	0.00000000
249991.37500000	294433.93750000	1.99000943	2.97458649	-0.04035950	0.00000000
249991.37500000	294629.25000000	1.99157226	2.97595978	-0.04024506	0.00000000
249991.37500000	294824.56250000	1.99313509	2.97859192	-0.05016327	0.00000000
249991.37500000	295019.87500000	1.99469781	2.98046112	-0.05008698	0.00000000
249991.37500000	295215.18750000	1.99626064	2.98206329	-0.04859924	0.00000000
249991.37500000	295410.50000000	1.99782336	2.98301697	-0.04444122	0.00000000
249991.37500000	295605.81250000	1.99938619	2.98355103	-0.04074097	0.00000000
249991.37500000	295801.12500000	2.00094891	2.98282623	-0.04341125	0.00000000
249991.37500000	295996.43750000	2.00251174	2.98183441	-0.04028320	0.00000000
249991.37500000	296191.75000000	2.00407457	2.98133850	-0.05817413	0.00000000
249991.37500000	296387.06250000	2.00563741	2.98049927	-0.03803253	0.00000000
249991.37500000	296582.37500000	2.00720000	2.97615051	-0.04226685	0.00000000
249991.37500000	296777.68750000	2.00876284	2.97554016	-0.04573822	0.00000000
249991.37500000	296973.00000000	2.01032567	2.97698975	-0.03906250	0.00000000
249991.37500000	297168.31250000	2.01188850	2.97924042	-0.04142761	0.00000000
249991.37500000	297363.62500000	2.01345110	2.98114777	-0.05329132	0.00000000
249991.37500000	297558.93750000	2.01501393	2.98370361	-0.04898071	0.00000000
249991.37500000	297754.28125000	2.01657677	2.98591614	-0.05233765	0.00000000
249991.37500000	297949.56250000	2.01813960	2.98702240	-0.04360199	0.00000000
249991.37500000	298144.87500000	2.01970243	2.98690796	-0.04203796	0.00000000
249991.37500000	298340.21875000	2.02126503	2.98557281	-0.04234314	0.00000000
249991.37500000	298535.53125000	2.02282786	2.98400879	-0.04322052	0.00000000
249991.37500000	298730.84375000	2.02439070	2.98164368	-0.05847931	0.00000000
249991.37500000	298926.15625000	2.02595353	2.98046112	-0.03692627	0.00000000
249991.37500000	299121.46875000	2.02751613	2.98130035	-0.04127502	0.00000000
249991.37500000	299316.78125000	2.02907896	2.98072815	-0.04302979	0.00000000
249991.37500000	299512.09375000	2.03064179	2.98095703	-0.03837585	0.00000000
249991.37500000	299707.40625000	2.03220463	2.98294067	-0.04177094	0.00000000
249991.37500000	299902.71875000	2.03376746	2.98538208	-0.05855560	0.00000000
250008.79687500	299994.25000000	2.06923556	2.96295166	-0.06710052	0.00000000
250028.34375000	299994.25000000	2.06939173	2.96264648	-0.05302429	0.00000000
250047.87500000	299994.25000000	2.06954765	2.96195984	-0.04920959	0.00000000
250067.40625000	299994.25000000	2.06970382	2.96215057	-0.05199432	0.00000000
250086.93750000	299994.25000000	2.06985974	2.96134949	-0.05348206	0.00000000
250106.46875000	299994.25000000	2.07001591	2.96127319	-0.05493164	0.00000000
250126.00000000	299994.25000000	2.07017183	2.96047211	-0.05355835	0.00000000
250145.53125000	299994.25000000	2.07032800	2.96073914	-0.05374908	0.00000000
250165.07812500	299994.25000000	2.07048392	2.95967102	-0.05260468	0.00000000
250184.60937500	299994.25000000	2.07064009	2.95944214	-0.05222321	0.00000000
250204.14062500	299994.25000000	2.07079601	2.95951843	-0.05168915	0.00000000
250223.67187500	299994.25000000	2.07095194	2.95925140	-0.05149841	0.00000000
250243.20312500	299994.25000000	2.07110810	2.95856476	-0.05062103	0.00000000
250262.73437500	299994.25000000	2.07126403	2.95841217	-0.05043030	0.00000000
250282.26562500	299994.25000000	2.07142019	2.95753479	-0.05035400	0.00000000
250301.79687500	299994.25000000	2.07157612	2.95745850	-0.04886627	0.00000000
250321.34375000	299994.25000000	2.07173228	2.95730591	-0.04852295	0.00000000
250340.87500000	299994.25000000	2.07188821	2.95742035	-0.04829407	0.00000000
250360.40625000	299994.25000000	2.07204437	2.95635223	-0.04840851	0.00000000
250379.93750000	299994.25000000	2.07220030	2.95578003	-0.04791260	0.00000000
250399.46875000	299994.25000000	2.07235646	2.95600891	-0.04810333	0.00000000
250419.00000000	299994.25000000	2.07251239	2.95436859	-0.04901886	0.00000000
250438.53125000	299994.25000000	2.07266855	2.95570374	-0.04993439	0.00000000
250458.06250000	299994.25000000	2.07282448	2.95589447	-0.05855560	0.00000000
250477.60937500	299994.25000000	2.07298064	2.95574188	-0.06736755	0.00000000
250497.14062500	299994.25000000	2.07313657	2.95364380	-0.08834839	0.00000000
250516.67187500	299994.25000000	2.07329273	2.95280457	-0.07968903	0.00000000
250536.20312500	299994.25000000	2.07344866	2.95261383	-0.06515503	0.00000000
250555.73437500	299994.25000000	2.07360458	2.95532227	-0.06607056	0.00000000
250575.26562500	299994.25000000	2.07376075	2.95223236	-0.06969452	0.00000000
250594.79687500	299994.25000000	2.07391667	2.95024872	-0.06763458	0.00000000
250614.32812500	299994.25000000	2.07407284	2.95207977	-0.06290436	0.00000000
250633.87500000	299994.25000000	2.07422876	2.95059204	-0.05222321	0.00000000
250653.40625000	299994.25000000	2.07438493	2.95082092	-0.04940033	0.00000000
250672.93750000	299994.25000000	2.07454085	2.94952393	-0.04928589	0.00000000
250692.46875000	299994.25000000	2.07469702	2.94979095	-0.04947662	0.00000000
250712.00000000	299994.25000000	2.07485294	2.94979095	-0.04791260	0.00000000
250731.53125000	299994.25000000	2.07500911	2.94944763	-0.04745483	0.00000000
250751.06250000	299994.25000000	2.07516503	2.94918060	-0.04726410	0.00000000
250770.59375000	299994.25000000	2.07532120	2.94929504	-0.04688263	0.00000000
250790.14062500	299994.25000000	2.07547712	2.94803619	-0.04611969	0.00000000
250809.67187500	299994.25000000	2.07563329	2.94727325	-0.04680634	0.00000000
250829.20312500	299994.25000000	2.07578921	2.94792175	-0.04714966	0.00000000
250848.73437500	299994.25000000	2.07594538	2.94593811	-0.04753113	0.00000000
250868.26562500	299994.25000000	2.07610130	2.94612885	-0.05012512	0.00000000
250887.79687500	299994.25000000	2.07625723	2.94589996	-0.05176544	0.00000000
250907.32812500	299994.25000000	2.07641339	2.94635773	-0.05165100	0.00000000
250926.85937500	299994.25000000	2.07656932	2.94452667	-0.05065918	0.00000000
250946.40625000	299994.25000000	2.07672548	2.94425964	-0.05149841	0.00000000
250965.93750000	299994.25000000	2.07688141	2.94311523	-0.05336761	0.00000000
250985.46875000	299994.25000000	2.07703757	2.94445038	-0.05825043	0.00000000
251005.00000000	299994.25000000	2.07719350	2.94349670	-0.05184174	0.00000000
251024.53125000	299994.25000000	2.07734966	2.94261932	-0.05138397	0.00000000
251044.06250000	299994.25000000	2.07750559	2.94277191	-0.05191803	0.00000000
251063.59375000	299994.25000000	2.07766175	2.94185638	-0.05260468	0.00000000
251083.12500000	299994.25000000	2.07781768	2.94139862	-0.05359650	0.00000000
251102.67187500	299994.25000000	2.07797384	2.94067383	-0.05340576	0.00000000
251122.20312500	299994.25000000	2.07812977	2.94055939	-0.05630493	0.00000000
251141.73437500	299994.25000000	2.07828593	2.94067383	-0.06027222	0.00000000
251161.26562500	299994.25000000	2.07844186	2.93937683	-0.05664825	0.00000000
251180.79687500	299994.25000000	2.07859802	2.93910980	-0.05573273	0.00000000
251200.32812500	299994.25000000	2.07875395	2.93914795	-0.05676270	0.00000000
251219.85937500	299994.25000000	2.07890987	2.93823242	-0.05817413	0.00000000
251239.39062500	299994.25000000	2.07906604	2.93792725	-0.05870819	0.00000000
251258.93750000	299994.25000000	2.07922196	2.93781281	-0.05340576	0.00000000
251278.46875000	299994.25000000	2.07937813	2.93685913	-0.04837036	0.00000000
251298.00000000	299994.25000000	2.07953405	2.93685913	-0.04840851	0.00000000
251317.53125000	299994.25000000	2.07969022	2.93678284	-0.04940033	0.00000000
251337.06250000	299994.25000000	2.07984614	2.93601990	-0.04997253	0.00000000
251356.59375000	299994.25000000	2.08000231	2.93567657	-0.04966736	0.00000000
251376.12500000	299994.25000000	2.08015823	2.93495178	-0.05100250	0.00000000
251395.65625000	299994.25000000	2.08031440	2.93491364	-0.05157471	0.00000000
251415.20312500	299994.25000000	2.08047032	2.93441772	-0.05168915	0.00000000
251434.73437500	299994.25000000	2.08062649	2.93357849	-0.05199432	0.00000000
251454.26562500	299994.25000000	2.08078241	2.93323517	-0.05287170	0.00000000
251473.79687500	299994.25000000	2.08093858	2.93319702	-0.05344391	0.00000000
251493.32812500	299994.25000000	2.08109450	2.93342590	-0.05298615	0.00000000
251512.85937500	299994.25000000	2.08125067	2.93239594	-0.05268097	0.00000000
251532.39062500	299994.25000000	2.08140659	2.93186188	-0.05306244	0.00000000
251551.92187500	299994.25000000	2.08156252	2.93193817	-0.05420685	0.00000000
251571.46875000	299994.25000000	2.08171868	2.93178558	-0.05485535	0.00000000
251591.00000000	299994.25000000	2.08187461	2.93094635	-0.05603790	0.00000000
251610.53125000	299994.25000000	2.08203077	2.92938232	-0.05638123	0.00000000
251630.06250000	299994.25000000	2.08218670	2.93045044	-0.05695343	0.00000000
251649.59375000	299994.25000000	2.08234286	2.92968750	-0.05615234	0.00000000
251669.12500000	299994.25000000	2.08249879	2.92934418	-0.05794525	0.00000000
251688.65625000	299994.25000000	2.08265495	2.92919159	-0.06259918	0.00000000
251708.18750000	299994.25000000	2.08281088	2.92797089	-0.07385254	0.00000000
251727.73437500	299994.25000000	2.08296704	2.92831421	-0.06820679	0.00000000
251747.26562500	299994.25000000	2.08312297	2.92686462	-0.07080078	0.00000000
251766.79687500	299994.25000000	2.08327913	2.92720795	-0.07022858	0.00000000
251786.32812500	299994.25000000	2.08343506	2.92736053	-0.06881714	0.00000000
251805.85937500	299994.25000000	2.08359122	2.92705536	-0.07171631	0.00000000
251825.39062500	299994.25000000	2.08374715	2.92633057	-0.07068634	0.00000000
251844.92187500	299994.25000000	2.08390331	2.92480469	-0.06618500	0.00000000
251864.45312500	299994.25000000	2.08405924	2.92507172	-0.06610870	0.00000000
251884.00000000	299994.25000000	2.08421516	2.92442322	-0.05828857	0.00000000
251903.53125000	299994.25000000	2.08437133	2.92400360	-0.05554199	0.00000000
251923.06250000	299994.25000000	2.08452725	2.92377472	-0.05569458	0.00000000
251942.59375000	299994.25000000	2.08468342	2.92312622	-0.05699158	0.00000000
251962.12500000	299994.25000000	2.08483934	2.92217255	-0.05844116	0.00000000
251981.65625000	299994.25000000	2.08499551	2.92232513	-0.05954742	0.00000000
252001.18750000	299994.25000000	2.08515143	2.92114258	-0.05935669	0.00000000
252020.71875000	299994.25000000	2.08530760	2.92053223	-0.06004333	0.00000000
252040.26562500	299994.25000000	2.08546352	2.92007446	-0.05943298	0.00000000
252059.79687500	299994.25000000	2.08561969	2.91988373	-0.06061554	0.00000000
252079.32812500	299994.25000000	2.08577561	2.91915894	-0.06034851	0.00000000
252098.85937500	299994.25000000	2.08593178	2.91866302	-0.06130219	0.00000000
252118.39062500	299994.25000000	2.08608770	2.91702271	-0.06160736	0.00000000
252137.92187500	299994.25000000	2.08624387	2.91751862	-0.06271362	0.00000000
252157.45312500	299994.25000000	2.08639979	2.91557312	-0.06183624	0.00000000
252176.98437500	299994.25000000	2.08655596	2.91595459	-0.06416321	0.00000000
252196.53125000	299994.25000000	2.08671188	2.91450500	-0.06359100	0.00000000
252216.06250000	299994.25000000	2.08686805	2.91343689	-0.05870819	0.00000000
252235.59375000	299994.25000000	2.08702397	2.91347504	-0.05859375	0.00000000
252255.12500000	299994.25000000	2.08717990	2.91233063	-0.05813599	0.00000000
252274.65625000	299994.25000000	2.08733606	2.91164398	-0.05764008	0.00000000
252294.18750000	299994.25000000	2.08749199	2.91046143	-0.05611420	0.00000000
252313.71875000	299994.25000000	2.08764815	2.90962219	-0.05691528	0.00000000
252333.25000000	299994.25000000	2.08780408	2.90916443	-0.05619049	0.00000000
252352.78125000	299994.25000000	2.08796024	2.90866852	-0.05813599	0.00000000
252372.32812500	299994.25000000	2.08811617	2.90805817	-0.05229950	0.00000000
252391.85937500	299994.25000000	2.08827233	2.90691376	-0.05187988	0.00000000
252411.39062500	299994.25000000	2.08842826	2.90565491	-0.05168915	0.00000000
252430.92187500	299994.25000000	2.08858442	2.90508270	-0.05023956	0.00000000
252450.45312500	299994.25000000	2.08874035	2.90420532	-0.04878998	0.00000000
252469.98437500	299994.25000000	2.08889651	2.90287018	-0.04940033	0.00000000
252489.51562500	299994.25000000	2.08905244	2.90184021	-0.04878998	0.00000000
252509.06250000	299994.25000000	2.08920860	2.90081024	-0.05474091	0.00000000
252528.59375000	299994.25000000	2.08936453	2.90042877	-0.06034851	0.00000000
252548.12500000	299994.25000000	2.08952069	2.89909363	-0.06072998	0.00000000
252567.65625000	299994.25000000	2.08967662	2.89871216	-0.06088257	0.00000000
252587.18750000	299994.25000000	2.08983254	2.89695740	-0.06000519	0.00000000
252606.71875000	299994.25000000	2.08998871	2.89649963	-0.05992889	0.00000000
252626.25000000	299994.25000000	2.09014463	2.89550781	-0.05996704	0.00000000
252645.78125000	299994.25000000	2.09030080	2.89527893	-0.06000519	0.00000000
252665.31250000	299994.25000000	2.09045672	2.89413452	-0.05947113	0.00000000
252684.85937500	299994.25000000	2.09061289	2.89283752	-0.05905151	0.00000000
252704.39062500	299994.25000000	2.09076881	2.89241791	-0.05836487	0.00000000
252723.92187500	299994.25000000	2.09092498	2.89169312	-0.05657196	0.00000000
252743.45312500	299994.25000000	2.09108090	2.89119720	-0.05691528	0.00000000
252762.98437500	299994.25000000	2.09123707	2.88974762	-0.05653381	0.00000000
252782.51562500	299994.25000000	2.09139299	2.88898468	-0.05641937	0.00000000
252802.04687500	299994.25000000	2.09154916	2.88852692	-0.05512238	0.00000000
252821.59375000	299994.25000000	2.09170508	2.88799286	-0.05496979	0.00000000
252841.12500000	299994.25000000	2.09186125	2.88646698	-0.05443573	0.00000000
252860.65625000	299994.25000000	2.09201717	2.88650513	-0.05458832	0.00000000
252880.18750000	299994.25000000	2.09217334	2.88494110	-0.05401611	0.00000000
252899.71875000	299994.25000000	2.09232926	2.88440704	-0.05352020	0.00000000
252919.25000000	299994.25000000	2.09248519	2.88345337	-0.05477905	0.00000000
252938.78125000	299994.25000000	2.09264135	2.88299561	-0.05550385	0.00000000
252958.31250000	299994.25000000	2.09279728	2.88192749	-0.06072998	0.00000000
252977.84375000	299994.25000000	2.09295344	2.88097382	-0.07007599	0.00000000
252997.39062500	299994.25000000	2.09310937	2.88219452	-0.07625580	0.00000000
253016.92187500	299994.25000000	2.09326553	2.88139343	-0.07339478	0.00000000
253036.45312500	299994.25000000	2.09342146	2.88009644	-0.07476807	0.00000000
253055.98437500	299994.25000000	2.09357762	2.87986755	-0.06816864	0.00000000
253075.51562500	299994.25000000	2.09373355	2.87857056	-0.07831573	0.00000000
253095.04687500	299994.25000000	2.09388971	2.87910461	-0.09471893	0.00000000
253114.57812500	299994.25000000	2.09404564	2.87723541	-0.06843567	0.00000000
253134.12500000	299994.25000000	2.09420180	2.87815094	-0.06008148	0.00000000
253153.65625000	299994.25000000	2.09435773	2.87750244	-0.05527496	0.00000000
253173.18750000	299994.25000000	2.09451389	2.87620544	-0.05386353	0.00000000
