PIA1.93
09 Mar 2020	17:44
PIEZO TYPE	PI 15 um
COMMENTS	
SCAN TYPE	Z scan at fixed X	X scan at fixed Z	Z scan at fixed X	Z scan at fixed X	Z scan at fixed X	X scan at fixed Z	Z scan at fixed X
VERTICAL WAVEFORM	custom
LATERAL WAVEFORM	custom
SCAN STEPS	Down	Front	Down	Pause	Up	Back	Down
SCAN SPEED [nm/sec]	125000	125000	125000	0	125000	250000	250000
PAUSE [sec]	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000
CHANNELS	vertical deflection, lateral deflection
NUMBER OF FORCE CURVES	1
POINTS PER CURVE	3584
SCAN RATE [Hz]	0.833328	1.249988	12.498750	1.000000	0.480769	2.499975	2.500000
TRIGGER TYPE	no trigger
CANTILEVER NAME	
CANTILEVER TYPE	0
RESONANT FREQUENCY	0.000000
VERTICAL SPRING CONSTANT [N/m]	0.000000
VERTICAL CALIBRATION COEFFICIENT [µN/V]	1.000000
OPTIC SENSOR FORCE-VOLTAGE RELATION [µN]	0+(-3.464847548173025E+3*x^0)+(4.166399346689978E+3*x^1)+(-4.272509255274562E+3*x^2)+(3.126702697620634E+3*x^3)+(-1.353651158969758E+3*x^4)+(3.443961871035622E+2*x^5)+(-4.749887193466130E+1*x^6)+(2.766192854606011E+0*x^7)
FRAME RATE [Hz]	29.999985
NUMBER OF FRAMES	36	23	2	29	62	12	12
PIEZO Z [nm]	PIEZO X [nm]	Time [s]	VERTICAL DEF	LATERAL DEF	AUX DEF
259999.00000000	299994.25000000	2.38055325	2.60894775	-0.07255554	0.00000000
259999.00000000	299994.25000000	2.38250661	2.61184692	-0.07102966	0.00000000
259999.00000000	299994.25000000	2.38445997	2.61440277	-0.07831573	0.00000000
259999.00000000	299994.25000000	2.38641310	2.61528015	-0.07068634	0.00000000
259999.00000000	299994.25000000	2.38836646	2.61623383	-0.07595062	0.00000000
259999.00000000	299994.25000000	2.39031982	2.61615753	-0.07244110	0.00000000
259999.00000000	299994.25000000	2.39227295	2.61291504	-0.07411957	0.00000000
259999.00000000	299994.25000000	2.39422631	2.61024475	-0.08274078	0.00000000
259999.00000000	299994.25000000	2.39617944	2.60948181	-0.07598877	0.00000000
259999.00000000	299994.25000000	2.39813280	2.60856628	-0.07209778	0.00000000
259999.00000000	299994.25000000	2.40008616	2.60910034	-0.07217407	0.00000000
259999.00000000	299994.25000000	2.40203929	2.61100769	-0.06832123	0.00000000
259999.00000000	299994.25000000	2.40399265	2.61619568	-0.08216858	0.00000000
259999.00000000	299994.25000000	2.40594602	2.61375427	-0.07167816	0.00000000
259999.00000000	299994.25000000	2.40789914	2.61547089	-0.07446289	0.00000000
259999.00000000	299994.25000000	2.40985250	2.61505127	-0.07389069	0.00000000
259999.00000000	299994.25000000	2.41180587	2.61268616	-0.07278442	0.00000000
259999.00000000	299994.25000000	2.41375899	2.60856628	-0.08876801	0.00000000
259999.00000000	299994.25000000	2.41571236	2.60711670	-0.07808685	0.00000000
259999.00000000	299994.25000000	2.41766572	2.60704041	-0.07171631	0.00000000
259999.00000000	299994.25000000	2.41961884	2.60761261	-0.06832123	0.00000000
259999.00000000	299994.25000000	2.42157221	2.60982513	-0.07091522	0.00000000
259999.00000000	299994.25000000	2.42352533	2.61081696	-0.07961273	0.00000000
259999.00000000	299994.25000000	2.42547870	2.61768341	-0.06977081	0.00000000
259999.00000000	299994.25000000	2.42743206	2.61486053	-0.07522583	0.00000000
259999.00000000	299994.25000000	2.42938519	2.61425018	-0.07442474	0.00000000
259999.00000000	299994.25000000	2.43133855	2.61116028	-0.07289886	0.00000000
259999.00000000	299994.25000000	2.43329191	2.60795593	-0.08487701	0.00000000
259999.00000000	299994.25000000	2.43524504	2.60570526	-0.08075714	0.00000000
259999.00000000	299994.25000000	2.43719840	2.60562897	-0.07526398	0.00000000
259999.00000000	299994.25000000	2.43915176	2.60707855	-0.06835937	0.00000000
259999.00000000	299994.25000000	2.44110489	2.60963440	-0.07164001	0.00000000
259999.00000000	299994.25000000	2.44305825	2.61165619	-0.07858276	0.00000000
259999.00000000	299994.25000000	2.44501138	2.61394501	-0.07637024	0.00000000
259999.00000000	299994.25000000	2.44696474	2.60990143	-0.07068634	0.00000000
259999.00000000	299994.25000000	2.44891810	2.61207581	-0.07759094	0.00000000
259999.00000000	299994.25000000	2.45087123	2.61032104	-0.07064819	0.00000000
259999.00000000	299994.25000000	2.45282459	2.60799408	-0.07804871	0.00000000
259999.00000000	299994.25000000	2.45477796	2.60562897	-0.07991791	0.00000000
259999.00000000	299994.25000000	2.45673108	2.60513306	-0.07705688	0.00000000
259999.00000000	299994.25000000	2.45868444	2.60669708	-0.06732941	0.00000000
259999.00000000	299994.25000000	2.46063781	2.60879517	-0.07480621	0.00000000
259999.00000000	299994.25000000	2.46259093	2.61138916	-0.07930756	0.00000000
259999.00000000	299994.25000000	2.46454430	2.61356354	-0.07633209	0.00000000
259999.00000000	299994.25000000	2.46649742	2.61684418	-0.07202148	0.00000000
259999.00000000	299994.25000000	2.46845078	2.61157990	-0.07701874	0.00000000
259999.00000000	299994.25000000	2.47040415	2.60890961	-0.07278442	0.00000000
259999.00000000	299994.25000000	2.47235727	2.60593414	-0.08094788	0.00000000
259999.00000000	299994.25000000	2.47431064	2.60440826	-0.07736206	0.00000000
259999.00000000	299994.25000000	2.47626400	2.60490417	-0.07762909	0.00000000
259999.00000000	299994.25000000	2.47821712	2.60532379	-0.06973267	0.00000000
259999.00000000	299994.25000000	2.48017049	2.60753632	-0.07385254	0.00000000
259999.00000000	299994.25000000	2.48212385	2.60986328	-0.07011414	0.00000000
259999.00000000	299994.25000000	2.48407698	2.61104584	-0.09078979	0.00000000
259999.00000000	299994.25000000	2.48603034	2.61085510	-0.07091522	0.00000000
259999.00000000	299994.25000000	2.48798347	2.60906219	-0.07518768	0.00000000
259999.00000000	299994.25000000	2.48993683	2.60890961	-0.07461548	0.00000000
259999.00000000	299994.25000000	2.49189019	2.60623932	-0.07320404	0.00000000
259999.00000000	299994.25000000	2.49384332	2.60341644	-0.09063721	0.00000000
259999.00000000	299994.25000000	2.49579668	2.60318756	-0.07751465	0.00000000
259999.00000000	299994.25000000	2.49775004	2.60456085	-0.07358551	0.00000000
259999.00000000	299994.25000000	2.49970317	2.60688782	-0.06954193	0.00000000
259999.00000000	299994.25000000	2.50165653	2.60944366	-0.07133484	0.00000000
259999.00000000	299994.25000000	2.50360990	2.61165619	-0.08438110	0.00000000
259999.00000000	299994.25000000	2.50556302	2.61043549	-0.07156372	0.00000000
259999.00000000	299994.25000000	2.50751638	2.60986328	-0.07419586	0.00000000
259999.00000000	299994.25000000	2.50946951	2.60871887	-0.07713318	0.00000000
259999.00000000	299994.25000000	2.51142287	2.60498047	-0.07087708	0.00000000
259999.00000000	299994.25000000	2.51337624	2.60269165	-0.08724213	0.00000000
259999.00000000	299994.25000000	2.51532936	2.60349274	-0.07915497	0.00000000
259999.00000000	299994.25000000	2.51728272	2.60498047	-0.07419586	0.00000000
259999.00000000	299994.25000000	2.51923609	2.60738373	-0.06958008	0.00000000
259999.00000000	299994.25000000	2.52118921	2.60974884	-0.07297516	0.00000000
259999.00000000	299994.25000000	2.52314258	2.61264801	-0.07946014	0.00000000
259999.00000000	299994.25000000	2.52509594	2.60784149	-0.07423401	0.00000000
259999.00000000	299994.25000000	2.52704906	2.61016846	-0.07266998	0.00000000
259999.00000000	299994.25000000	2.52900243	2.60780334	-0.07797241	0.00000000
259999.00000000	299994.25000000	2.53095555	2.60559082	-0.07129669	0.00000000
259999.00000000	299994.25000000	2.53290892	2.60395050	-0.07797241	0.00000000
259999.00000000	299994.25000000	2.53486228	2.60395050	-0.07984161	0.00000000
259999.00000000	299994.25000000	2.53681540	2.60494232	-0.07755280	0.00000000
259999.00000000	299994.25000000	2.53876877	2.60761261	-0.06828308	0.00000000
259999.00000000	299994.25000000	2.54072213	2.60990143	-0.07545471	0.00000000
259999.00000000	299994.25000000	2.54267526	2.61283875	-0.07308960	0.00000000
259999.00000000	299994.25000000	2.54462862	2.61283875	-0.07957458	0.00000000
259999.00000000	299994.25000000	2.54658198	2.60917664	-0.07213593	0.00000000
259999.00000000	299994.25000000	2.54853511	2.60688782	-0.07816315	0.00000000
259999.00000000	299994.25000000	2.55048847	2.60524750	-0.07038116	0.00000000
259999.00000000	299994.25000000	2.55244160	2.60372162	-0.07675171	0.00000000
259999.00000000	299994.25000000	2.55439496	2.60318756	-0.08857727	0.00000000
259999.00000000	299994.25000000	2.55634832	2.60368347	-0.07980347	0.00000000
259999.00000000	299994.25000000	2.55830145	2.60643005	-0.07003784	0.00000000
259999.00000000	299994.25000000	2.56025481	2.60925293	-0.07381439	0.00000000
259999.00000000	299994.25000000	2.56220818	2.61116028	-0.07167816	0.00000000
259999.00000000	299994.25000000	2.56416130	2.60894775	-0.08350372	0.00000000
259999.00000000	299994.25000000	2.56611466	2.61039734	-0.07217407	0.00000000
259999.00000000	299994.25000000	2.56806803	2.60719299	-0.07503510	0.00000000
259999.00000000	299994.25000000	2.57002115	2.60372162	-0.07423401	0.00000000
259999.00000000	299994.25000000	2.57197452	2.60356903	-0.07125854	0.00000000
259999.00000000	299994.25000000	2.57392764	2.60284424	-0.08205414	0.00000000
259999.00000000	299994.25000000	2.57588100	2.60375977	-0.07888794	0.00000000
259999.00000000	299994.25000000	2.57783437	2.60570526	-0.07366180	0.00000000
259999.00000000	299994.25000000	2.57978749	2.60887146	-0.07076263	0.00000000
259999.00000000	299994.25000000	2.58174086	2.61032104	-0.07320404	0.00000000
259999.00000000	299994.25000000	2.58369422	2.60852814	-0.09033203	0.00000000
259999.00000000	299994.25000000	2.58564734	2.60875702	-0.07007599	0.00000000
259999.00000000	299994.25000000	2.58760071	2.60639191	-0.07350922	0.00000000
259999.00000000	299994.25000000	2.58955407	2.60414124	-0.07488251	0.00000000
259999.00000000	299994.25000000	2.59150720	2.60200500	-0.07072449	0.00000000
259999.00000000	299994.25000000	2.59346056	2.60150909	-0.07911682	0.00000000
259999.00000000	299994.25000000	2.59541368	2.60349274	-0.07835388	0.00000000
259999.00000000	299994.25000000	2.59736705	2.60543823	-0.07629395	0.00000000
259999.00000000	299994.25000000	2.59932041	2.60890961	-0.06855011	0.00000000
259999.00000000	299994.25000000	2.60127354	2.61035919	-0.07419586	0.00000000
259999.00000000	299994.25000000	2.60322690	2.61157990	-0.08571625	0.00000000
259999.00000000	299994.25000000	2.60518026	2.60787964	-0.07526398	0.00000000
259999.00000000	299994.25000000	2.60713339	2.60581970	-0.07335663	0.00000000
259999.00000000	299994.25000000	2.60908675	2.60303497	-0.07488251	0.00000000
259999.00000000	299994.25000000	2.61104012	2.60166168	-0.07011414	0.00000000
259999.00000000	299994.25000000	2.61299324	2.60200500	-0.08159637	0.00000000
259999.00000000	299994.25000000	2.61494660	2.60387421	-0.08789062	0.00000000
259999.00000000	299994.25000000	2.61689973	2.60524750	-0.07869720	0.00000000
259999.00000000	299994.25000000	2.61885309	2.60848999	-0.07129669	0.00000000
259999.00000000	299994.25000000	2.62080646	2.61009216	-0.07377625	0.00000000
259999.00000000	299994.25000000	2.62275958	2.60986328	-0.07644653	0.00000000
259999.00000000	299994.25000000	2.62471294	2.60627747	-0.07865906	0.00000000
259999.00000000	299994.25000000	2.62666631	2.60459900	-0.07301331	0.00000000
259999.00000000	299994.25000000	2.62861943	2.60231018	-0.07617950	0.00000000
259999.00000000	299994.25000000	2.63057280	2.60208130	-0.07083893	0.00000000
259999.00000000	299994.25000000	2.63252616	2.60150909	-0.07957458	0.00000000
259999.00000000	299994.25000000	2.63447928	2.60227203	-0.08911133	0.00000000
259999.00000000	299994.25000000	2.63643265	2.60658264	-0.07839203	0.00000000
259999.00000000	299994.25000000	2.63838577	2.60791779	-0.07247925	0.00000000
259999.00000000	299994.25000000	2.64033914	2.60917664	-0.07347107	0.00000000
259999.00000000	299994.25000000	2.64229250	2.60967255	-0.07198334	0.00000000
259999.00000000	299994.25000000	2.64424562	2.60467529	-0.08232117	0.00000000
259999.00000000	299994.25000000	2.64619899	2.60288239	-0.07129669	0.00000000
259999.00000000	299994.25000000	2.64815235	2.60334015	-0.07499695	0.00000000
259999.00000000	299994.25000000	2.65010548	2.60135651	-0.07205963	0.00000000
259999.00000000	299994.25000000	2.65205884	2.60135651	-0.07286072	0.00000000
259999.00000000	299994.25000000	2.65401220	2.60295868	-0.09365082	0.00000000
259999.00000000	299994.25000000	2.65596533	2.60498047	-0.07930756	0.00000000
259999.00000000	299994.25000000	2.65791869	2.60807037	-0.07389069	0.00000000
259999.00000000	299994.25000000	2.65987206	2.60932922	-0.07263184	0.00000000
259999.00000000	299994.25000000	2.66182518	2.60860443	-0.07278442	0.00000000
259999.00000000	299994.25000000	2.66377854	2.60578156	-0.08941650	0.00000000
259999.00000000	299994.25000000	2.66573167	2.60532379	-0.07045746	0.00000000
259999.00000000	299994.25000000	2.66768503	2.60284424	-0.07461548	0.00000000
259999.00000000	299994.25000000	2.66963840	2.60028839	-0.07350922	0.00000000
259999.00000000	299994.25000000	2.67159152	2.60047913	-0.07225037	0.00000000
259999.00000000	299994.25000000	2.67354488	2.60189056	-0.08247375	0.00000000
259999.00000000	299994.25000000	2.67549825	2.60459900	-0.07919312	0.00000000
259999.00000000	299994.25000000	2.67745137	2.60654449	-0.07637024	0.00000000
259999.00000000	299994.25000000	2.67940474	2.60837555	-0.07015228	0.00000000
259999.00000000	299994.25000000	2.68135810	2.60768890	-0.07465363	0.00000000
259999.00000000	299994.25000000	2.68331122	2.60574341	-0.08090973	0.00000000
259999.00000000	299994.25000000	2.68526459	2.60341644	-0.07358551	0.00000000
259999.00000000	299994.25000000	2.68721771	2.59895325	-0.07282257	0.00000000
259999.00000000	299994.25000000	2.68917108	2.60059357	-0.07591248	0.00000000
259999.00000000	299994.25000000	2.69112444	2.59887695	-0.07148743	0.00000000
259999.00000000	299994.25000000	2.69307756	2.59986877	-0.08785248	0.00000000
259999.00000000	299994.25000000	2.69503093	2.60433197	-0.08079529	0.00000000
259999.00000000	299994.25000000	2.69698429	2.60601044	-0.07999420	0.00000000
259999.00000000	299994.25000000	2.69893742	2.60799408	-0.07263184	0.00000000
259999.00000000	299994.25000000	2.70089078	2.60692596	-0.07442474	0.00000000
259999.00000000	299994.25000000	2.70284414	2.60452271	-0.07659912	0.00000000
259999.00000000	299994.25000000	2.70479727	2.59952545	-0.07839203	0.00000000
259999.00000000	299994.25000000	2.70675063	2.60181427	-0.07347107	0.00000000
259999.00000000	299994.25000000	2.70870376	2.60002136	-0.07637024	0.00000000
259999.00000000	299994.25000000	2.71065712	2.59960175	-0.06923676	0.00000000
259999.00000000	299994.25000000	2.71261048	2.60181427	-0.07774353	0.00000000
259999.00000000	299994.25000000	2.71456361	2.60299683	-0.08441925	0.00000000
259999.00000000	299994.25000000	2.71651697	2.60543823	-0.08094788	0.00000000
259999.00000000	299994.25000000	2.71847034	2.60704041	-0.07183075	0.00000000
259999.00000000	299994.25000000	2.72042346	2.60726929	-0.07461548	0.00000000
259999.00000000	299994.25000000	2.72237682	2.60547638	-0.07152557	0.00000000
259999.00000000	299994.25000000	2.72433019	2.60162354	-0.08907318	0.00000000
259999.00000000	299994.25000000	2.72628331	2.60025024	-0.07240295	0.00000000
259999.00000000	299994.25000000	2.72823668	2.60131836	-0.07610321	0.00000000
259999.00000000	299994.25000000	2.73018980	2.59853363	-0.07129669	0.00000000
259999.00000000	299994.25000000	2.73214316	2.60181427	-0.07236481	0.00000000
259999.00000000	299994.25000000	2.73409653	2.60375977	-0.08911133	0.00000000
259999.00000000	299994.25000000	2.73604965	2.60608673	-0.08117676	0.00000000
259999.00000000	299994.25000000	2.73800302	2.60669708	-0.07369995	0.00000000
259999.00000000	299994.25000000	2.73995638	2.60593414	-0.07446289	0.00000000
259999.00000000	299994.25000000	2.74190950	2.60456085	-0.07225037	0.00000000
259999.00000000	299994.25000000	2.74386287	2.60311127	-0.08342743	0.00000000
259999.00000000	299994.25000000	2.74581623	2.59887695	-0.07087708	0.00000000
259999.00000000	299994.25000000	2.74776936	2.60063171	-0.07324219	0.00000000
259999.00000000	299994.25000000	2.74972272	2.59986877	-0.07472992	0.00000000
259999.00000000	299994.25000000	2.75167584	2.60101318	-0.07293701	0.00000000
259999.00000000	299994.25000000	2.75362921	2.60345459	-0.08571625	0.00000000
259999.00000000	299994.25000000	2.75558257	2.60536194	-0.07987976	0.00000000
259999.00000000	299994.25000000	2.75753570	2.60654449	-0.07713318	0.00000000
259999.00000000	299994.25000000	2.75948906	2.60566711	-0.07057190	0.00000000
259999.00000000	299994.25000000	2.76144242	2.60356903	-0.07381439	0.00000000
259999.00000000	299994.25000000	2.76339555	2.60112762	-0.08232117	0.00000000
259999.00000000	299994.25000000	2.76534891	2.60051727	-0.07434845	0.00000000
259999.00000000	299994.25000000	2.76730227	2.59819031	-0.07331848	0.00000000
259999.00000000	299994.25000000	2.76925540	2.59872437	-0.07617950	0.00000000
259999.00000000	299994.25000000	2.77120876	2.59971619	-0.07129669	0.00000000
259999.00000000	299994.25000000	2.77316189	2.60231018	-0.08613586	0.00000000
259999.00000000	299994.25000000	2.77511525	2.60383606	-0.08312225	0.00000000
259999.00000000	299994.25000000	2.77706861	2.60524750	-0.07976532	0.00000000
259999.00000000	299994.25000000	2.77902174	2.60532379	-0.07041931	0.00000000
259999.00000000	299994.25000000	2.78097510	2.60337830	-0.07579803	0.00000000
259999.00000000	299994.25000000	2.78292847	2.59960175	-0.07667542	0.00000000
259999.00000000	299994.25000000	2.78488159	2.59792328	-0.08148193	0.00000000
259999.00000000	299994.25000000	2.78683496	2.59906769	-0.07274628	0.00000000
259999.00000000	299994.25000000	2.78878832	2.59788513	-0.07625580	0.00000000
259999.00000000	299994.25000000	2.79074144	2.59941101	-0.07076263	0.00000000
259999.00000000	299994.25000000	2.79269481	2.60219574	-0.07644653	0.00000000
259999.00000000	299994.25000000	2.79464793	2.60444641	-0.08171082	0.00000000
259999.00000000	299994.25000000	2.79660130	2.60509491	-0.07987976	0.00000000
259999.00000000	299994.25000000	2.79855466	2.60456085	-0.07316589	0.00000000
259999.00000000	299994.25000000	2.80050778	2.60261536	-0.07522583	0.00000000
259999.00000000	299994.25000000	2.80246115	2.60017395	-0.07091522	0.00000000
259999.00000000	299994.25000000	2.80441451	2.59662628	-0.09075165	0.00000000
259999.00000000	299994.25000000	2.80636764	2.59929657	-0.07209778	0.00000000
259999.00000000	299994.25000000	2.80832100	2.59670258	-0.07522583	0.00000000
259999.00000000	299994.25000000	2.81027436	2.59895325	-0.07194519	0.00000000
259999.00000000	299994.25000000	2.81222749	2.60128021	-0.07305145	0.00000000
259999.00000000	299994.25000000	2.81418085	2.60349274	-0.08285522	0.00000000
259999.00000000	299994.25000000	2.81613398	2.60490417	-0.07980347	0.00000000
259999.00000000	299994.25000000	2.81808734	2.60368347	-0.07514954	0.00000000
259999.00000000	299994.25000000	2.82004070	2.60227203	-0.07316589	0.00000000
259999.00000000	299994.25000000	2.82199383	2.59986877	-0.07190704	0.00000000
259999.00000000	299994.25000000	2.82394719	2.59670258	-0.08323669	0.00000000
259999.00000000	299994.25000000	2.82590055	2.59532928	-0.06988525	0.00000000
259999.00000000	299994.25000000	2.82785368	2.59944916	-0.07354736	0.00000000
259999.00000000	299994.25000000	2.82980704	2.59857178	-0.07499695	0.00000000
259999.00000000	299994.25000000	2.83176041	2.60116577	-0.07247925	0.00000000
259999.00000000	299994.25000000	2.83371353	2.60334015	-0.09635925	0.00000000
259999.00000000	299994.25000000	2.83566689	2.60456085	-0.08029938	0.00000000
259999.00000000	299994.25000000	2.83762002	2.60433197	-0.07637024	0.00000000
259999.00000000	299994.25000000	2.83957338	2.60173798	-0.07453918	0.00000000
259999.00000000	299994.25000000	2.84152675	2.59983063	-0.07297516	0.00000000
259999.00000000	299994.25000000	2.84347987	2.59651184	-0.08003235	0.00000000
259999.00000000	299994.25000000	2.84543324	2.59563446	-0.07297516	0.00000000
259999.00000000	299994.25000000	2.84738660	2.59605408	-0.07274628	0.00000000
259999.00000000	299994.25000000	2.84933972	2.59925842	-0.07598877	0.00000000
259999.00000000	299994.25000000	2.85129309	2.60108948	-0.07266998	0.00000000
259999.00000000	299994.25000000	2.85324645	2.60314941	-0.08609772	0.00000000
259999.00000000	299994.25000000	2.85519958	2.60433197	-0.08258820	0.00000000
259999.00000000	299994.25000000	2.85715294	2.60295868	-0.08018494	0.00000000
259999.00000000	299994.25000000	2.85910606	2.60150909	-0.07125854	0.00000000
259999.00000000	299994.25000000	2.86105943	2.59872437	-0.07507324	0.00000000
259999.00000000	299994.25000000	2.86301279	2.59654999	-0.07369995	0.00000000
259999.00000000	299994.25000000	2.86496592	2.59536743	-0.08060455	0.00000000
259999.00000000	299994.25000000	2.86691928	2.59662628	-0.07263184	0.00000000
259999.00000000	299994.25000000	2.86887264	2.59887695	-0.07549286	0.00000000
259999.00000000	299994.25000000	2.87082577	2.60101318	-0.07049561	0.00000000
259999.00000000	299994.25000000	2.87277913	2.60276794	-0.07873535	0.00000000
259999.00000000	299994.25000000	2.87473249	2.60417938	-0.08037567	0.00000000
259999.00000000	299994.25000000	2.87668562	2.60292053	-0.08060455	0.00000000
259999.00000000	299994.25000000	2.87863898	2.60059357	-0.07076263	0.00000000
259999.00000000	299994.25000000	2.88059211	2.59872437	-0.07598877	0.00000000
259999.00000000	299994.25000000	2.88254547	2.59552002	-0.07312775	0.00000000
259999.00000000	299994.25000000	2.88449883	2.59544373	-0.08956909	0.00000000
259999.00000000	299994.25000000	2.88645196	2.59654999	-0.07213593	0.00000000
259999.00000000	299994.25000000	2.88840532	2.59860992	-0.07671356	0.00000000
259999.00000000	299994.25000000	2.89035869	2.60112762	-0.07232666	0.00000000
259999.00000000	299994.25000000	2.89231181	2.60250092	-0.07461548	0.00000000
259999.00000000	299994.25000000	2.89426517	2.60341644	-0.08640289	0.00000000
259999.00000000	299994.25000000	2.89621854	2.60246277	-0.08155823	0.00000000
259999.00000000	299994.25000000	2.89817166	2.59983063	-0.07472992	0.00000000
259999.00000000	299994.25000000	2.90012503	2.59700775	-0.07228851	0.00000000
259999.00000000	299994.25000000	2.90207839	2.59498596	-0.07125854	0.00000000
259999.00000000	299994.25000000	2.90403152	2.59075165	-0.09082794	0.00000000
259999.00000000	299994.25000000	2.90598488	2.59658813	-0.07080078	0.00000000
259999.00000000	299994.25000000	2.90793800	2.59670258	-0.07480621	0.00000000
259999.00000000	299994.25000000	2.90989137	2.60074615	-0.07514954	0.00000000
259999.00000000	299994.25000000	2.91184473	2.60200500	-0.07408142	0.00000000
259999.00000000	299994.25000000	2.91379786	2.60265350	-0.08762360	0.00000000
259999.00000000	299994.25000000	2.91575122	2.60189056	-0.07972717	0.00000000
259999.00000000	299994.25000000	2.91770458	2.60021210	-0.07736206	0.00000000
259999.00000000	299994.25000000	2.91965771	2.59727478	-0.07228851	0.00000000
259999.00000000	299994.25000000	2.92161107	2.59536743	-0.07179260	0.00000000
259999.00000000	299994.25000000	2.92356443	2.59422302	-0.08762360	0.00000000
259999.00000000	299994.25000000	2.92551756	2.59639740	-0.07167816	0.00000000
259999.00000000	299994.25000000	2.92747092	2.59822845	-0.07373810	0.00000000
259999.00000000	299994.25000000	2.92942405	2.59933472	-0.07556915	0.00000000
259999.00000000	299994.25000000	2.93137741	2.60089874	-0.07286072	0.00000000
259999.00000000	299994.25000000	2.93333077	2.60215759	-0.08743286	0.00000000
259999.00000000	299994.25000000	2.93528390	2.60150909	-0.08518219	0.00000000
259999.00000000	299994.25000000	2.93723726	2.59857178	-0.07869720	0.00000000
259999.00000000	299994.25000000	2.93919063	2.59677887	-0.07164001	0.00000000
259999.00000000	299994.25000000	2.94114375	2.59498596	-0.07492065	0.00000000
259999.00000000	299994.25000000	2.94309711	2.59521484	-0.08220673	0.00000000
259999.00000000	299994.25000000	2.94505048	2.59403229	-0.07987976	0.00000000
259999.00000000	299994.25000000	2.94700360	2.59613037	-0.07339478	0.00000000
259999.00000000	299994.25000000	2.94895697	2.60032654	-0.07778168	0.00000000
259999.00000000	299994.25000000	2.95091009	2.60185242	-0.07198334	0.00000000
259999.00000000	299994.25000000	2.95286345	2.60204315	-0.08083344	0.00000000
259999.00000000	299994.25000000	2.95481682	2.60219574	-0.08373260	0.00000000
259999.00000000	299994.25000000	2.95676994	2.59933472	-0.08026123	0.00000000
259999.00000000	299994.25000000	2.95872331	2.59658813	-0.07194519	0.00000000
259999.00000000	299994.25000000	2.96067667	2.59445190	-0.07427216	0.00000000
259999.00000000	299994.25000000	2.96262980	2.59391785	-0.07080078	0.00000000
259999.00000000	299994.25000000	2.96458316	2.59822845	-0.08823395	0.00000000
259999.00000000	299994.25000000	2.96653652	2.59727478	-0.07232666	0.00000000
259999.00000000	299994.25000000	2.96848965	2.59918213	-0.07736206	0.00000000
259999.00000000	299994.25000000	2.97044301	2.60120392	-0.07251740	0.00000000
259999.00000000	299994.25000000	2.97239614	2.60143280	-0.07568359	0.00000000
259999.00000000	299994.25000000	2.97434950	2.60044098	-0.09704590	0.00000000
259999.00000000	299994.25000000	2.97630286	2.59834290	-0.08110046	0.00000000
259999.00000000	299994.25000000	2.97825599	2.59582520	-0.07572174	0.00000000
259999.00000000	299994.25000000	2.98020935	2.59403229	-0.07244110	0.00000000
259999.00000000	299994.25000000	2.98216271	2.59429932	-0.07114410	0.00000000
259999.00000000	299994.25000000	2.98411584	2.59334564	-0.08338928	0.00000000
259999.00000000	299994.25000000	2.98606920	2.59742737	-0.07045746	0.00000000
259999.00000000	299994.25000000	2.98802257	2.59986877	-0.07545471	0.00000000
259999.00000000	299994.25000000	2.98997569	2.60063171	-0.07705688	0.00000000
259999.00000000	299994.25000000	2.99192905	2.60089874	-0.07511139	0.00000000
259999.00000000	299994.25000000	2.99388218	2.60082245	-0.08605957	0.00000000
259999.00000000	299994.25000000	2.99583554	2.59815216	-0.08018494	0.00000000
259999.00000000	299994.25000000	2.99778891	2.59555817	-0.07701874	0.00000000
259999.00000000	299994.25000000	2.99974203	2.59365082	-0.07213593	0.00000000
259999.00000000	299994.25000000	3.00169539	2.59319305	-0.07259369	0.00000000
259999.00000000	299994.25000000	3.00364876	2.59120941	-0.07911682	0.00000000
259999.00000000	299994.25000000	3.00560188	2.59632111	-0.07236481	0.00000000
259999.00000000	299994.25000000	3.00755525	2.59700775	-0.07472992	0.00000000
259999.00000000	299994.25000000	3.00950861	2.60036469	-0.07587433	0.00000000
259999.00000000	299994.25000000	3.01146173	2.60070801	-0.07480621	0.00000000
259999.00000000	299994.25000000	3.01341510	2.59971619	-0.08270264	0.00000000
259999.00000000	299994.25000000	3.01536822	2.59815216	-0.08041382	0.00000000
259999.00000000	299994.25000000	3.01732159	2.59532928	-0.08033752	0.00000000
259999.00000000	299994.25000000	3.01927495	2.59338379	-0.06935120	0.00000000
259999.00000000	299994.25000000	3.02122808	2.59265900	-0.07461548	0.00000000
259999.00000000	299994.25000000	3.02318144	2.59265900	-0.08441925	0.00000000
259999.00000000	299994.25000000	3.02513480	2.59757996	-0.07732391	0.00000000
259999.00000000	299994.25000000	3.02708793	2.60086060	-0.07431030	0.00000000
259999.00000000	299994.25000000	3.02904129	2.59960175	-0.07884979	0.00000000
259999.00000000	299994.25000000	3.03099465	2.59986877	-0.07205963	0.00000000
259999.00000000	299994.25000000	3.03294778	2.60013580	-0.08712769	0.00000000
259999.00000000	299994.25000000	3.03490114	2.59727478	-0.08747101	0.00000000
259999.00000000	299994.25000000	3.03685427	2.59513855	-0.07976532	0.00000000
259999.00000000	299994.25000000	3.03880763	2.59338379	-0.07038116	0.00000000
259999.00000000	299994.25000000	3.04076099	2.59193420	-0.07450104	0.00000000
